imdb_id,moviedb_id
tt0196216,10569
tt0196857,20761
tt0197072,64125
tt0199129,70282
tt0199232,2331
tt0200027,11091
tt0200245,42446
tt0200550,6282
tt0201584,280744
tt0202470,12508
tt0203503,58049
tt0204137,9791
tt0205836,58410
tt0206251,108534
tt0206917,29572
tt0207798,416145
tt0208196,22230
tt0208988,10461
tt0210382,13526
tt0211181,10481
tt0211409,153609
tt0211900,48328
tt0212985,9740
tt0213073,274633
tt0213790,16888
tt0214646,381746
tt0214698,85411
tt0214961,200314
tt0215516,48345
tt0216487,35216
tt0217363,135855
tt0217505,3131
tt0217621,197357
tt0218390,297807
tt0218967,5994
tt0219400,21118
tt0219653,10577
tt0220506,11442
tt0221395,427772
tt0221479,259636
tt0225573,111244
tt0227445,11371
tt0227538,10054
tt0230534,193380
tt0230600,1933
tt0231775,16300
tt0233657,20004
tt0237995,413956
tt0238064,114761
tt0239641,10706
tt0240515,13166
tt0240659,61217
tt0240804,318602
tt0242084,154080
tt0242445,10877
tt0242508,27451
tt0242798,43988
tt0243493,11444
tt0243575,16435
tt0243585,10996
tt0243862,112
tt0243927,60432
tt0245247,286396
tt0245356,61016
tt0246677,10575
tt0246890,97696
tt0247196,5001
tt0247427,40624
tt0248612,475315
tt0250223,2899
tt0250617,55249
tt0250687,9896
tt0250934,20536
tt0251156,24665
tt0251160,8470
tt0251582,65416
tt0253114,60458
tt0253474,423
tt0253754,201
tt0253840,35337
tt0254199,27834
tt0254235,58509
tt0255132,405806
tt0256524,2779
tt0257106,4248
tt0257721,331146
tt0258000,4547
tt0258100,14923
tt0259324,1250
tt0259929,35257
tt0261450,240200
tt0261823,402883
tt0263215,28311
tt0263757,14926
tt0264150,11523
tt0264710,113609
tt0265632,19405
tt0266489,7288
tt0266697,24
tt0266915,5175
tt0268995,11086
tt0270288,4912
tt0270707,13440
tt0270980,2830
tt0271454,81748
tt0271668,11078
tt0272127,172422
tt0273517,11056
tt0273689,12777
tt0273790,43709
tt0274711,11458
tt0275692,23603
tt0276816,12590
tt0276919,553
tt0277027,10950
tt0278295,13950
tt0278823,9689
tt0279493,12277
tt0279750,74217
tt0280665,9280
tt0280754,25320
tt0280778,11889
tt0281373,11888
tt0281924,36561
tt0283003,12079
tt0283452,98250
tt0283537,55048
tt0284971,123182
tt0285112,41548
tt0285462,9557
tt0285727,38901
tt0285823,1428
tt0286098,16321
tt0286162,39541
tt0287717,9488
tt0287795,134383
tt0288073,54712
tt0289616,316212
tt0289668,38866
tt0289765,9533
tt0290002,693
tt0290192,465176
tt0290212,15186
tt0290218,79463
tt0290230,44546
tt0290334,36658
tt0291311,23471
tt0293555,168760
tt0293564,5174
tt0294279,79031
tt0296682,111147
tt0297162,10167
tt0299135,153273
tt0299172,13700
tt0299658,1574
tt0299712,137749
tt0302346,60989
tt0302531,133831
tt0303111,464654
tt0304141,673
tt0305633,62709
tt0305858,61393
tt0305966,443971
tt0305973,28028
tt0307466,37946
tt0307987,10147
tt0308353,5393
tt0308383,10922
tt0308644,866
tt0308672,85472
tt0309377,9573
tt0309987,1278
tt0310181,206122
tt0310910,10743
tt0311110,31459
tt0311113,8619
tt0312700,18248
tt0313542,11329
tt0313737,2642
tt0313792,10739
tt0315323,215361
tt0315327,310
tt0315398,31066
tt0315431,46268
tt0315733,470
tt0316465,13920
tt0316768,8325
tt0317219,920
tt0317740,9654
tt0318742,79591
tt0318908,106121
tt0319343,10719
tt0320244,1415
tt0320689,385072
tt0322659,32235
tt0323531,30806
tt0323849,124815
tt0324952,49481
tt0325596,11588
tt0325803,165343
tt0325805,7270
tt0325980,22
tt0326976,52088
tt0327056,322
tt0327643,18189
tt0327679,14442
tt0328107,9509
tt0328802,1926
tt0329374,22643
tt0330152,30768
tt0330373,674
tt0333467,335035
tt0335266,153
tt0335345,615
tt0335438,9384
tt0337692,83770
tt0337741,6964
tt0337851,56427
tt0337887,45833
tt0338013,38
tt0338159,74494
tt0338459,12279
tt0338497,67373
tt0339291,11774
tt0339412,16232
tt0339593,62016
tt0339918,27674
tt0341334,352128
tt0342213,25783
tt0342272,10913
tt0343095,14883
tt0343746,312355
tt0343996,9700
tt0344303,454330
tt0344777,43210
tt0346491,1966
tt0346971,93782
tt0348150,1452
tt0349080,16048
tt0350373,178375
tt0352426,71769
tt0353324,16456
tt0356076,275521
tt0356634,8920
tt0357474,12542
tt0358135,4380
tt0358294,24546
tt0361596,1777
tt0361805,18866
tt0361852,75252
tt0362120,4257
tt0362270,421
tt0363988,1586
tt0364961,842
tt0367479,10589
tt0367594,118
tt0368008,14462
tt0368891,2059
tt0373889,675
tt0374201,75468
tt0374286,27076
tt0375568,16577
tt0375920,7548
tt0376105,6439
tt0376994,36668
tt0377100,36272
tt0377184,142027
tt0377471,4551
tt0378109,11968
tt0378194,393
tt0378947,9688
tt0379217,883
tt0379240,19059
tt0380248,183043
tt0380510,7980
tt0380599,257
tt0380615,33823
tt0381270,14653
tt0381505,14166
tt0383010,76489
tt0383139,143998
tt0383574,58
tt0384680,6963
tt0384700,281710
tt0387925,34672
tt0389721,19294
tt0395616,61861
tt0395669,31389
tt0396171,1427
tt0396857,9921
tt0398913,9053
tt0399085,215356
tt0399201,1635
tt0403004,95578
tt0404225,41628
tt0405159,70
tt0406661,47336
tt0408236,13885
tt0410097,10476
tt0411270,1553
tt0412019,308
tt0412886,317772
tt0414161,30402
tt0415201,118894
tt0415949,21014
tt0416212,12837
tt0416243,14180
tt0417217,9910
tt0418279,1858
tt0418689,3683
tt0419663,44250
tt0419781,81844
tt0420223,1262
tt0420238,10199
tt0421054,9923
tt0423294,9408
tt0424993,9794
tt0425061,11665
tt0425151,18869
tt0425624,8985
tt0426616,75946
tt0427944,9388
tt0429589,9906
tt0430922,15373
tt0431114,8382
tt0431124,261816
tt0431197,4349
tt0432283,10315
tt0433771,24615
tt0435635,59923
tt0435651,227156
tt0435705,1738
tt0435770,24648
tt0436339,19585
tt0438076,178614
tt0439544,10598
tt0439876,25973
tt0441773,9502
tt0443450,18070
tt0445990,11652
tt0446313,18816
tt0447999,10026
tt0448011,13811
tt0449061,7515
tt0449088,285
tt0450259,1372
tt0450345,9708
tt0451079,12222
tt0452573,124673
tt0452598,9641
tt0454876,87827
tt0455499,9513
tt0457419,2284
tt0457495,9978
tt0457513,512
tt0457939,1581
tt0458481,189
tt0458525,2080
tt0460925,19033
tt0461471,90114
tt0462200,7874
tt0462244,14144
tt0462540,5524
tt0464154,43593
tt0465234,6637
tt0466342,10073
tt0467197,13051
tt0468520,31456
tt0468569,155
tt0469641,1852
tt0470732,38163
tt0472043,1579
tt0473333,12677
tt0473435,35715
tt0473488,8194
tt0475298,15423
tt0477051,9757
tt0477348,6977
tt0478134,6973
tt0478197,57406
tt0478210,16053
tt0479948,17954
tt0479997,23047
tt0480461,20558
tt0480516,58796
tt0481369,3594
tt0481499,49519
tt0482461,44594
tt0484382,7298
tt0485061,202960
tt0485288,34728
tt0486560,288122
tt0487195,16700
tt0488539,12486
tt0489049,13532
tt0490075,171688
tt0490084,1257
tt0490196,30139
tt0490240,10121
tt0493386,140236
tt0494652,13490
tt0495813,288292
tt0497353,31088
tt0498380,1251
tt0498399,2001
tt0499516,24479
tt0500100,286500
tt0500148,331372
tt0500149,269535
tt0756632,57854
tt0762125,16866
tt0765429,4982
tt0765446,68179
tt0765476,11260
tt0770752,8676
tt0770772,14434
tt0773306,35714
tt0775488,15156
tt0783238,13551
tt0783501,16207
tt0787411,215369
tt0790628,124459
tt0790804,10759
tt0795438,14834
tt0798817,44982
tt0802821,45387
tt0805619,34734
tt0806147,15544
tt0808399,12572
tt0808435,25781
tt0814022,13184
tt0816692,157336
tt0817538,8457
tt0817545,161321
tt0818577,316455
tt0820142,19595
tt0822854,7485
tt0823154,55649
tt0823158,20085
tt0824747,3580
tt0825232,7350
tt0838221,4538
tt0839949,53659
tt0840361,23168
tt0842000,73236
tt0844471,22794
tt0844993,57089
tt0853127,46485
tt0862856,23202
tt0865554,17436
tt0875034,10197
tt0884732,252838
tt0887719,15017
tt0899167,347103
tt0900387,271674
tt0910885,286532
tt0926037,62726
tt0927619,24447
tt0929858,17081
tt0934446,63171
tt0938305,168027
tt0938666,24446
tt0949731,8645
tt0956186,311426
tt0959306,251994
tt0963966,27022
tt0970179,44826
tt0970411,13600
tt0970866,39451
tt0973844,36108
tt0974015,141052
tt0977214,16450
tt0985699,2253
tt0995845,97512
tt0999913,64639
tt1001562,15365
tt1003289,337559
tt1007032,29695
tt1007950,28704
tt1014759,12155
tt1014808,140122
tt1015976,14142
tt1019454,25405
tt1024648,68734
tt1032755,13809
tt1037705,20504
tt1041753,13578
tt1043904,112443
tt1045772,8952
tt1046947,16409
tt1047011,127370
tt1047832,15012
tt1054606,8054
tt1055369,8373
tt1057500,22954
tt1062161,35429
tt1067106,17979
tt1068680,10201
tt1071875,71676
tt1075747,20533
tt1091191,193756
tt1092026,39513
tt1092633,19905
tt1092634,38407
tt1093357,71469
tt1095217,11699
tt1100089,87492
tt1103255,43814
tt1105745,19402
tt1107319,70695
tt1109624,116149
tt1112125,253340
tt1117385,13012
tt1125849,12163
tt1126590,87093
tt1133995,15945
tt1135092,8284
tt1139111,39961
tt1139328,11439
tt1139668,13788
tt1148205,228034
tt1156398,19908
tt1156524,34158
tt1172991,44129
tt1172998,32007
tt1175491,10523
tt1175709,46503
tt1182350,38031
tt1190617,13948
tt1192384,38044
tt1194263,44718
tt1195478,72207
tt1196112,43734
tt1196609,325259
tt1196956,209361
tt1201167,20829
tt1201607,12445
tt1202521,59713
tt1205489,13223
tt1206086,27944
tt1206543,164457
tt1210039,41894
tt1210344,41550
tt1212419,44603
tt1212450,82633
tt1214962,74998
tt1220888,53172
tt1225822,12569
tt1226229,32823
tt1228705,10138
tt1229340,109443
tt1232200,87428
tt1234721,97020
tt1235200,45020
tt1239374,133241
tt1242548,65344
tt1243922,91395
tt1243939,78096
tt1245492,109414
tt1247704,31723
tt1250777,23483
tt1251757,38842
tt1253864,37958
tt1258154,44647
tt1258972,97430
tt1270798,49538
tt1272886,95755
tt1276419,88273
tt1285016,37799
tt1289437,20047
tt1290393,292381
tt1291580,119675
tt1294970,152790
tt1295085,22683
tt1302011,49444
tt1308729,70074
tt1308758,339201
tt1321511,87516
tt1321870,82682
tt1322269,152737
tt1323598,36566
tt1337103,57436
tt1337137,47426
tt1340800,49517
tt1341188,42888
tt1349451,79697
tt1351685,81005
tt1355683,261023
tt1356395,28904
tt1365483,54469
tt1368440,112090
tt1381404,87496
tt1381505,35221
tt1386697,297761
tt1392214,146233
tt1396218,58224
tt1396221,38753
tt1396226,121642
tt1399103,38356
tt1403865,44264
tt1408253,168530
tt1409024,41154
tt1411697,45243
tt1413495,115348
tt1423630,268887
tt1423894,46829
tt1424310,98567
tt1426329,77805
tt1430626,72197
tt1444284,108917
tt1455151,39413
tt1458175,43539
tt1462446,80905
tt1473121,59112
tt1473397,70585
tt1486185,49730
tt1486186,59982
tt1486861,49676
tt1487948,133202
tt1489889,302699
tt1490017,137106
tt1490785,297806
tt1494772,30061
tt1502404,47327
tt1502417,185497
tt1504320,45269
tt1512222,363890
tt1517451,332562
tt1517489,56288
tt1521848,51447
tt1535109,109424
tt1535970,63493
tt1536048,80591
tt1541160,62046
tt1543216,274061
tt1551641,75033
tt1552224,289720
tt1559036,80318
tt1559040,77957
tt1562849,82685
tt1595656,60281
tt1597522,99770
tt1606392,55725
tt1608290,329833
tt1615065,82525
tt1616195,88794
tt1621045,67660
tt1623288,77174
tt1631867,137113
tt1634003,153158
tt1634055,248401
tt1650554,59859
tt1652287,62522
tt1655420,75900
tt1656186,127493
tt1656190,72387
tt1657283,63710
tt1661382,64807
tt1663202,281957
tt1671494,77697
tt1673697,110146
tt1673734,233470
tt1674771,188222
tt1674776,119197
tt1674784,70578
tt1675161,132923
tt1678051,112304
tt1679335,136799
tt1682940,84907
tt1683526,74308
tt1686821,203739
tt1691012,52268
tt1691338,51888
tt1691920,75345
tt1692478,194967
tt1692486,72113
tt1693872,65945
tt1706598,258284
tt1707386,82695
tt1712261,146198
tt1723123,84262
tt1724597,394822
tt1726669,73567
tt1727824,424694
tt1731701,248574
tt1735907,274504
tt1736552,81867
tt1742044,209451
tt1742650,70868
tt1742683,65034
tt1745862,173153
tt1745958,93077
tt1747958,190955
tt1748122,83666
tt1753597,86709
tt1757678,83533
tt1764183,60599
tt1766094,93837
tt1772240,50357
tt1772264,207933
tt1776357,334668
tt1780762,123103
tt1780798,112454
tt1780983,117923
tt1791611,481359
tt1801061,119360
tt1801096,180679
tt1802529,257249
tt1826590,222899
tt1833835,171761
tt1836926,132457
tt1837709,137321
tt1841642,234212
tt1853728,68718
tt1877740,77261
tt1877832,127585
tt1883367,94365
tt1884414,105586
tt1885331,123235
tt1886651,82123
tt1891970,179192
tt1900920,221321
tt1901024,340674
tt1921111,133183
tt1925479,100544
tt1929310,366159
tt1931466,157919
tt1935231,327738
tt1937390,258216
tt1943014,157422
tt1946289,151826
tt1951261,109439
tt1956620,225886
tt1957867,135652
tt1959490,86834
tt1966594,93550
tt1967545,130150
tt1978567,132601
tt1985966,109451
tt1989593,84328
tt1990216,102629
tt2005151,308266
tt2005374,199373
tt2008562,70793
tt2009402,179242
tt2011311,199928
tt2014202,109500
tt2015381,118340
tt2015503,237690
tt2017020,77931
tt2024469,225574
tt2025690,300673
tt2039393,284536
tt2055790,167364
tt2058710,139367
tt2076777,309928
tt2083231,174645
tt2083355,146304
tt2083383,87825
tt2088923,86215
tt2090465,76812
tt2091256,268531
tt2095605,130267
tt2097298,228203
tt2101341,102362
tt2102497,471905
tt2103281,119450
tt2110388,235887
tt2119532,324786
tt2125501,282041
tt2132641,137880
tt2136759,112888
tt2140479,302946
tt2147225,312113
tt2166500,222299
tt2166616,158990
tt2166934,272160
tt2170439,227159
tt2179136,190859
tt2179936,271467
tt2190193,137200
tt2191805,88318
tt2195548,113148
tt2198241,241765
tt2201251,170752
tt2207090,204768
tt2210781,261768
tt2215457,224087
tt2216088,157447
tt2223990,200505
tt2226605,326268
tt2239832,184098
tt2241047,279205
tt2246673,189204
tt2258345,214030
tt2262315,339994
tt2267968,140300
tt2267998,210577
tt2268419,151933
tt2268573,196830
tt2275400,185368
tt2275743,401686
tt2277308,378029
tt2283362,353486
tt2284766,176339
tt2292707,38229
tt2304771,192136
tt2314824,259018
tt2316672,134801
tt2321195,244080
tt2321341,191137
tt2327191,187969
tt2334649,157354
tt2334879,117251
tt2339425,322236
tt2345759,282035
tt2346406,362998
tt2346480,315291
tt2354215,201759
tt2357129,115782
tt2361317,259695
tt2363449,171277
tt2364841,146238
tt2368908,257130
tt2370718,127853
tt2375844,334742
tt2381962,161782
tt2382009,249397
tt2382396,157847
tt2385189,369777
tt2385255,114755
tt2387433,145135
tt2388637,152748
tt2392846,185474
tt2396659,303886
tt2398249,180296
tt2401807,242310
tt2402179,193645
tt2402739,304376
tt2402927,258480
tt2404153,134461
tt2404425,304357
tt2405792,174319
tt2406252,197082
tt2409634,192160
tt2412746,179269
tt2442080,312152
tt2442384,227075
tt2449638,188924
tt2450056,345993
tt2452352,319966
tt2463512,209271
tt2465246,271703
tt2467046,218043
tt2483208,255278
tt2505294,271185
tt2511190,165013
tt2540136,383731
tt2545936,296371
tt2554786,395437
tt2559458,285844
tt2561572,257091
tt2563562,203591
tt2576852,149871
tt2578448,149922
tt2582502,254172
tt2584098,465231
tt2589070,247464
tt2637294,243938
tt2667918,259956
tt2709768,328111
tt2735292,323792
tt2752736,230273
tt2758890,197696
tt2771374,363962
tt2784678,284296
tt2788710,228967
tt2788716,284537
tt2796678,301748
tt2801364,472491
tt2814362,271331
tt2815030,235093
tt2825240,457402
tt2825924,220468
tt2835790,465864
tt2837574,429203
tt2852316,460275
tt2854894,227325
tt2869728,323675
tt2883434,253331
tt2883512,212778
tt2884018,225728
tt2899120,231646
tt2900182,315831
tt2927582,481369
tt2930770,230938
tt2940280,290556
tt2946498,291326
tt2946542,375656
tt2948606,335095
tt2975590,209112
tt2977110,276906
tt2978102,257440
tt2978716,219247
tt2981254,407460
tt3007512,256917
tt3014284,274862
tt3027644,339455
tt3027716,391486
tt3032282,360339
tt3040412,302695
tt3062074,248504
tt3064438,220709
tt3066808,340374
tt3078752,327894
tt3083008,271736
tt3095356,216527
tt3102924,373363
tt3103412,336167
tt3120960,323966
tt3125324,241771
tt3132244,363168
tt3145220,242083
tt3147284,454430
tt3155734,352988
tt3187094,414535
tt3188614,293093
tt3203606,294016
tt3203616,238215
tt3205394,313867
tt3208802,363805
tt3225318,428015
tt3230660,413452
tt3238528,479773
tt3247286,419917
tt3252786,337208
tt3263904,363676
tt3286560,287904
tt3289606,431640
tt3289804,308149
tt3289956,397243
tt3291148,323656
tt3291632,146834
tt3294746,331986
tt3300980,435577
tt3302706,286519
tt3307800,257118
tt3326880,331378
tt3353060,345874
tt3362238,460227
tt3384180,323788
tt3385516,246655
tt3387648,297608
tt3397754,253406
tt3414960,324283
tt3417854,346558
tt3455822,290802
tt3457508,324538
tt3481000,338107
tt3496372,322518
tt3504040,268457
tt3504226,327016
tt3512160,399504
tt3515632,359471
tt3519126,465180
tt3520216,397992
tt3520290,360387
tt3550902,346079
tt3568380,453664
tt3592904,412452
tt3595024,329227
tt3598196,352458
tt3605292,277239
tt3608848,267433
tt3620120,409361
tt3635788,419747
tt3667792,364690
tt3704298,300672
tt3749372,454623
tt3750872,340613
tt3760922,302688
tt3779300,348811
tt3799694,290250
tt3816372,287241
tt3824412,294132
tt3858372,323661
tt3859076,300693
tt3861212,254187
tt3861876,419022
tt3881768,322766
tt3889450,343018
tt3891538,464331
tt3918774,414687
tt3920572,353746
tt3960412,341012
tt3972110,402243
tt4034228,334541
tt4076980,321621
tt4089878,455639
tt4116284,324849
tt4120210,337107
tt4151192,353610
tt4172430,300671
tt4196450,339408
tt4202970,391561
tt4209788,396371
tt4224754,458414
tt4296254,323383
tt4334266,316154
tt4366830,348089
tt4382376,435580
tt4426464,416153
tt4456982,334645
tt4459156,445456
tt4469200,339344
tt4471212,350751
tt4513674,339397
tt4523928,364094
tt4589186,358725
tt4662420,352501
tt4664568,341105
tt4669252,339395
tt4676238,381351
tt4686844,402897
tt4693464,367284
tt4711724,470984
tt4743226,345934
tt4758646,354287
tt4776564,383140
tt4782290,390901
tt4818168,388256
tt4824316,483315
tt4831420,390989
tt4845940,426579
tt4846340,381284
tt4852128,312171
tt4912910,353081
tt4938602,359983
tt5037840,369560
tt5044656,383538
tt5050200,412467
tt5090564,424785
tt5116504,467432
tt5116896,426568
tt5129682,390584
tt5161658,385722
tt5175450,390061
tt5183500,464738
tt5189440,394262
tt5231798,382811
tt5252624,374515
tt5255524,398265
tt5259598,464850
tt5262792,444902
tt5278462,373348
tt5278464,373472
tt5287852,415005
tt5314190,433694
tt5321174,412540
tt5331258,393283
tt5451640,440345
tt5478746,433989
tt5495792,476070
tt5500464,412704
tt5533228,438747
tt5536736,396398
tt5622520,486472
tt5634336,479459
tt5637536,393209
tt5651050,398738
tt5651952,450492
tt5672286,471616
tt5724358,402558
tt5848714,435473
tt5870084,477359
tt5883570,431491
tt5893264,416051
tt5917552,433869
tt5929776,410718
tt5972780,428558
tt5981922,467910
tt6047298,440374
tt6052748,485046
tt6058136,461777
tt6063090,441183
tt6183834,427348
tt6236198,464723
tt6265828,428449
tt6292012,422500
tt6316138,472454
tt6324892,371744
tt6423776,431017
tt6428676,400157
tt6518270,446695
tt6565702,320288
tt6675400,454648
tt6678722,461637
tt6704974,478508
tt6736782,449674
tt6781982,454293
tt6802308,453201
tt6858948,485735
tt6874254,477016
tt6914708,487560
tt6932874,459151
tt6945882,457249
tt7008872,472451
tt7052494,474214
tt7069196,485034
tt7264080,470932
tt7349910,480100
